"pdb","r.seqent_wcnSC","r.seqent_wcnAA","r.seqent_wcnN","r.seqent_wcnCA","r.seqent_wcnC","r.seqent_wcnO","r.seqent_wcnCB","r.ddgent_wcnSC","r.ddgent_wcnAA","r.ddgent_wcnN","r.ddgent_wcnCA","r.ddgent_wcnC","r.ddgent_wcnO","r.ddgent_wcnCB","r.rsa_wcnSC","r.rsa_wcnAA","r.rsa_wcnN","r.rsa_wcnCA","r.rsa_wcnC","r.rsa_wcnO","r.rsa_wcnCB"
"1OXA",-0.307881527057724,-0.289971078201892,-0.247349904628927,-0.275713325378595,-0.257209937937283,-0.250170671523672,-0.297906352923245,-0.689959227766042,-0.650063565669185,-0.492331050445143,-0.582056733505653,-0.529190888052918,-0.528809897396539,-0.662357389770309,-0.824953259008354,-0.800118173272196,-0.658201235260941,-0.739036907386336,-0.690617021757321,-0.69467675832709,-0.79786419108936
"1OYG",-0.487611359079547,-0.47309869908344,-0.408588995643843,-0.454734943740375,-0.432934398360473,-0.420107486237045,-0.481651899086581,-0.726317472526389,-0.689562774788938,-0.617081605887333,-0.641818350864885,-0.575007571883589,-0.544975579794975,-0.706199365229629,-0.87611243270001,-0.864371064021033,-0.809080962438727,-0.829054621236727,-0.785714122159413,-0.75879432749366,-0.863308309677282
"1P1X",-0.615378215211728,-0.592092290858156,-0.461116839982975,-0.53671658983801,-0.434847776247364,-0.401464806546245,-0.598318206833801,-0.741067729083665,-0.695691259060145,-0.574019680314885,-0.642353573657178,-0.560686986991792,-0.543167858685739,-0.710970863533817,-0.89037963332857,-0.857995031253083,-0.725606339760113,-0.804846064055189,-0.774310346447771,-0.759387345293645,-0.85915072870068
"1P3D",-0.64287354666328,-0.618555616615418,-0.510533719529864,-0.563111613926131,-0.524336110478829,-0.501112073898929,-0.621029623207152,-0.583752518824902,-0.568103987697529,-0.421646516067452,-0.523176901049952,-0.473506071693711,-0.483882172022484,-0.56927669954396,-0.758288227519944,-0.745365197642927,-0.612050427890145,-0.712868719234059,-0.676242682258472,-0.684739371176956,-0.74314065580973
"1P5D",-0.641283175156511,-0.632058297186316,-0.49490914347328,-0.581084847517825,-0.53499142998719,-0.526689245013652,-0.615077642403297,-0.646608641234775,-0.62728552481448,-0.499196943325659,-0.587173021861005,-0.547831997042838,-0.555799406708179,-0.637656750577952,-0.823125639154482,-0.808942879521734,-0.688041812607975,-0.769354319788643,-0.73841731612503,-0.741442459442306,-0.810935260461221
"1PA9",-0.551155817244903,-0.532510677332251,-0.468219396948853,-0.510223593396711,-0.48214951511256,-0.458837979012184,-0.549065746957151,-0.751427245300534,-0.708614306711313,-0.568692879797544,-0.640870161014046,-0.586312700991281,-0.58917216457249,-0.725607532407254,-0.910157976781057,-0.888476586460233,-0.742846758611559,-0.830106657969722,-0.789149506101413,-0.79555214979024,-0.887315162509934
"1PII",-0.632671279345631,-0.574368949164777,-0.459397424585683,-0.523005318142903,-0.432549023182209,-0.395756329023891,-0.595973448057518,-0.667748566581157,-0.623261155704054,-0.464748545659603,-0.56189784745796,-0.502888668873263,-0.514593953566885,-0.636660306600828,-0.831153898523274,-0.784429926423948,-0.656116748943985,-0.739932955774748,-0.683709348294893,-0.679032833873833,-0.796466687467174
"1PKN",-0.527317549550614,-0.500701107508503,-0.419434970499031,-0.461854717864321,-0.418834653118723,-0.394891689288511,-0.508040622710034,-0.718088138382045,-0.680139161448002,-0.535245035889435,-0.630241369734639,-0.563522787046445,-0.572663453175394,-0.688332525873509,-0.806752599066641,-0.772003847567648,-0.631336675124561,-0.722916891077631,-0.660730833185783,-0.672575135509443,-0.775299546552359
"1PMI",-0.62344036285656,-0.596035057182041,-0.531411775771365,-0.567393843497979,-0.529842061306947,-0.503110003595223,-0.609101477311208,-0.708566441693679,-0.669150667100553,-0.586479362919324,-0.631136148806178,-0.579192604770216,-0.559831263215578,-0.695134272387771,-0.837137589490405,-0.811122582764642,-0.724095952003041,-0.765197701169916,-0.731097207312625,-0.728677321463182,-0.819083768901106
"1PP4",-0.484708625726081,-0.464253086308697,-0.280497604096926,-0.41089052083757,-0.371381597983643,-0.366462667834346,-0.46386507426799,-0.692859826277023,-0.66235395012959,-0.480943788587713,-0.590917111599367,-0.534592805941037,-0.517508908140845,-0.656441752712287,-0.885912289369984,-0.852527312371817,-0.701333339650138,-0.801155873923183,-0.760275825708632,-0.753410883705638,-0.852408124404552
"1PS9",-0.60644915203784,-0.593609638364966,-0.506950011895832,-0.566012513666705,-0.529389307863635,-0.523467616774444,-0.60202990102358,-0.596879835970245,-0.5738025462426,-0.431916966688804,-0.527016093155682,-0.479666045967734,-0.493795976472756,-0.582544907991446,-0.753377090598962,-0.726566799444856,-0.597901037906395,-0.692037052346254,-0.649727993447441,-0.664063620083651,-0.739023043716027
"1PTD",-0.61509634543819,-0.60525676211088,-0.496776339191551,-0.560468265145978,-0.513130915852908,-0.494030602654318,-0.59086524363274,-0.788263764534951,-0.758851918173952,-0.600290583341431,-0.687246260127616,-0.620676300337317,-0.613373774390723,-0.745323135153644,-0.90096134410705,-0.890636269772719,-0.707379475665805,-0.810127263808197,-0.762099795731474,-0.757673372573209,-0.857655023052291
"1PUD",-0.529540704015423,-0.494350853960914,-0.383424312010263,-0.447097676525214,-0.386999063512639,-0.363205980638522,-0.504566113714816,-0.696380988434856,-0.674039767610836,-0.493613214190723,-0.611969864842153,-0.554434595150019,-0.561011246719891,-0.68639631056677,-0.839772980501203,-0.817846295323662,-0.669344118471065,-0.780489499547766,-0.739434082951989,-0.741723019988742,-0.825783328720007
"1PYL",-0.466120052214683,-0.313263974189958,-0.16810669130384,-0.242785004148338,-0.172634982626276,-0.182314467786908,-0.333826756114712,-0.780445128779395,-0.68944568868981,-0.473068309070549,-0.624860022396417,-0.54239921612542,-0.531494960806271,-0.723474244120941,-0.932825192480941,-0.893230726006372,-0.679468201594171,-0.814461744973174,-0.751573945561117,-0.754163649042749,-0.895050517642113
"1Q91",-0.496499611707133,-0.482659128169518,-0.308413012125421,-0.435878260941025,-0.374040670082548,-0.362552131912743,-0.457259433051324,-0.754835581596973,-0.721374186947607,-0.501959543581252,-0.655661063470475,-0.60604504197261,-0.633734226886302,-0.741387910737838,-0.872636178893624,-0.845963437346417,-0.645765784225094,-0.776312921484595,-0.738447888499104,-0.750214017121457,-0.852011747035814
"1QAM",-0.428741790114112,-0.410067651056957,-0.335872327105313,-0.362423303651663,-0.329561609285969,-0.292955006976336,-0.41994664330566,-0.759781593571713,-0.690122703357467,-0.516560792254986,-0.607636827651252,-0.541372391282236,-0.545330892211527,-0.716431338825857,-0.881154967205645,-0.825972301260059,-0.635102243291372,-0.736352558541813,-0.687863704035303,-0.686331892836089,-0.832077808397988
"1QAZ",-0.0313829798310719,-0.0314762205064858,-0.0211376056159427,-0.0186288486930858,-0.0279484762023193,-0.033670983904846,-0.0239735374087789,-0.710434287934288,-0.665975135975136,-0.534777167277167,-0.59986457986458,-0.539330669330669,-0.538367188367188,-0.675979020979021,-0.894903421045956,-0.873274748840312,-0.757658629282188,-0.822093941234291,-0.780362198000797,-0.774888301432049,-0.872662252757341
"1QBA",-0.482306304832224,-0.458002982847993,-0.414075464129469,-0.440478842987423,-0.410832641941222,-0.394659672451166,-0.475418707242771,-0.625869437987135,-0.59301226129904,-0.487466542284565,-0.556418035991174,-0.502162702280068,-0.496710542470788,-0.614761397143831,-0.782697559356895,-0.758576866026769,-0.657433046588663,-0.721728183221288,-0.682782801526291,-0.685396334821898,-0.767706344555604
"1QFM",-0.505226610617055,-0.479187761538331,-0.434054939119111,-0.447429381432231,-0.440090617986012,-0.421029778267868,-0.480723740379977,-0.62910412134728,-0.589203518062915,-0.488727732998723,-0.555660619667838,-0.512217775519038,-0.503579055731202,-0.609118614418551,-0.755973484512916,-0.72756748271487,-0.634063302531573,-0.693660957657565,-0.656539489920602,-0.651434565391509,-0.733346444244726
"1QGX",-0.574948794998183,-0.545815891646784,-0.455125399935705,-0.5148938647948,-0.472143307874492,-0.464519650841377,-0.544283477883431,-0.771642849848889,-0.747141609922656,-0.631822992499579,-0.699004204320367,-0.651841427399563,-0.651915816210945,-0.742916595940941,-0.893294292621479,-0.876220971387695,-0.766352100938897,-0.829901732291494,-0.800608530072788,-0.803564481713717,-0.864603014823335
"1QJE",-0.334916730918655,-0.318747851802372,-0.186765354173266,-0.278811535478554,-0.229619018481758,-0.24734052182987,-0.313422632108919,-0.687611109662062,-0.646353475269992,-0.5100305856157,-0.574418248685217,-0.521069137493874,-0.528311943078906,-0.654445347430904,-0.877216780286134,-0.853043771186549,-0.701358474111796,-0.790529969156911,-0.741240554513116,-0.756924198265442,-0.855870524365098
"1QK2",-0.578516070727119,-0.542264399479502,-0.423575321186557,-0.503717935989046,-0.431527189004316,-0.407350209267768,-0.549563605001454,-0.732571546986414,-0.711267637435392,-0.565417505648545,-0.663145493381556,-0.624329462601688,-0.61682516378649,-0.717616135747728,-0.857304024877999,-0.838980654662781,-0.699886854445887,-0.782512213722767,-0.745962996260176,-0.745831371712608,-0.832271326147229
"1QWN",-0.534466534016007,-0.517457969287037,-0.485210621603786,-0.496261948466345,-0.47446471886259,-0.452033696224658,-0.51997801754315,-0.656684893682964,-0.617860655504443,-0.525011381034801,-0.574881425313867,-0.526370653967597,-0.519783882774291,-0.628843353367772,-0.794840029833407,-0.768809048293226,-0.681417226964372,-0.729735845344987,-0.694497136553468,-0.690768140468016,-0.773222192998171
"1R1J",-0.467072180889046,-0.427106258014078,-0.303661611012197,-0.378278122117126,-0.330213778946241,-0.339183195942732,-0.43686238917076,-0.640164834441258,-0.583819231657666,-0.44326829339477,-0.520246817437456,-0.45314301964652,-0.450339602656172,-0.602809859172475,-0.766160696370662,-0.725768798755031,-0.581374297592574,-0.66057166824282,-0.612138596734968,-0.612507196199007,-0.729720364622926
"1R44",-0.684630618654234,-0.654792856209553,-0.438324941739145,-0.562764455446055,-0.474416637460939,-0.474643034067758,-0.620639726931357,-0.748571195624084,-0.695885785917023,-0.459514115517132,-0.583977881649646,-0.476985166349883,-0.450424801321394,-0.678126462745532,-0.917949694386703,-0.898225606326261,-0.684864735982582,-0.804608022050622,-0.722822994485058,-0.710652781457155,-0.876511315044754
"1R4Z",-0.566615229305083,-0.514628264754309,-0.360152952074017,-0.467049918665601,-0.388632167018096,-0.391849182151189,-0.518650841400403,-0.794695875965099,-0.75566714790869,-0.573738832046534,-0.70145837256502,-0.594720984244555,-0.569070784424497,-0.770642144247066,-0.921168462895569,-0.906128160066357,-0.701042370954418,-0.833273054835069,-0.773003805915081,-0.758758575932269,-0.88938547830613
"1RBN",-0.620253503193889,-0.522543843791498,-0.390492450778812,-0.476274400285397,-0.370363260147263,-0.317494236785883,-0.584127333828731,-0.758275373721479,-0.662753737214792,-0.546070810385523,-0.670684500393391,-0.532185680566483,-0.450952006294257,-0.749230527143981,-0.933187943334899,-0.883917861479422,-0.699128294413028,-0.834641483127862,-0.730724111761371,-0.654309835288775,-0.90393757077776
"1RDD",-0.487205598709778,-0.438521844647959,-0.262746662987063,-0.360493529231417,-0.316061814701358,-0.307013719949833,-0.44092390798253,-0.757545680126325,-0.710048016499629,-0.529415745544778,-0.663368889175341,-0.558470561696368,-0.52885501595179,-0.736795462601914,-0.899869595699996,-0.859234963064679,-0.653886729678389,-0.780572879802272,-0.720559322889363,-0.705449921158328,-0.857690324620721
"1RU4",-0.34178201113757,-0.342693641835261,-0.281595072469203,-0.318629178932368,-0.290251251570322,-0.281228507678173,-0.331620760129751,-0.716171788573679,-0.662049575309846,-0.565140344627154,-0.610365064781655,-0.544497028106426,-0.535630847692798,-0.682912830705192,-0.856603445606291,-0.821750163775977,-0.702114856088935,-0.756030866385911,-0.705430141861254,-0.707034178795075,-0.819131614191918
"1S3I",-0.501572072073642,-0.482283335029816,-0.368751180471754,-0.45117391377803,-0.386262698455173,-0.357634333077214,-0.477218571772838,-0.696965134884276,-0.663327634873908,-0.496207248075422,-0.597595863930411,-0.546661009680745,-0.541437836609325,-0.675150901343659,-0.863858606331763,-0.833336601333391,-0.656394110432087,-0.760103724109416,-0.720932519858111,-0.728843094273276,-0.829610252524357
"1S95",-0.639685656753057,-0.614922465429866,-0.527086533881245,-0.553078019590113,-0.504596040129713,-0.484962566178428,-0.602922417535775,-0.793616116712092,-0.764368235823344,-0.608907588226474,-0.694577015691567,-0.643253684739753,-0.627099573972639,-0.763558872041844,-0.909429446194313,-0.894168234098651,-0.745621904442038,-0.830372846252524,-0.794330016840068,-0.783091510819788,-0.879695499344192
"1SCA",-0.703236335160783,-0.66146426264313,-0.559639950241777,-0.619670314127385,-0.565150951681241,-0.521099983522298,-0.665466111894186,-0.738301406622575,-0.710169538490706,-0.588602346558551,-0.673861321160591,-0.601970000802118,-0.5823405791289,-0.719269343794891,-0.891041812294421,-0.884349798725698,-0.772739279034744,-0.833313722108287,-0.803191730034793,-0.799924445910269,-0.874995020562098
"1SLL",-0.186113753958841,-0.153349307974262,-0.131257422228083,-0.134178435538069,-0.108803634582197,-0.0972921948635307,-0.15953177001117,-0.651542021790013,-0.605904777749071,-0.52785425638187,-0.569779178891701,-0.517630345633372,-0.507341652106514,-0.634750248972867,-0.796406738403511,-0.772380747664705,-0.693151843272526,-0.740571250560101,-0.707103231221887,-0.70325981928063,-0.788612690094648
"1SML",-0.397410352851253,-0.37299341557949,-0.324265700246727,-0.334572707583534,-0.303318862101534,-0.281492145813087,-0.381779763951323,-0.820827880598252,-0.783695193038777,-0.648535372775802,-0.726508342086932,-0.648531547227195,-0.659713625807151,-0.805702298995315,-0.903644903064581,-0.887829716265314,-0.758761654559507,-0.829609356565498,-0.771525819713961,-0.782575863110295,-0.885605705621667
"1SNZ",-0.510764825712634,-0.446260697501663,-0.365346764589466,-0.359022920044309,-0.292328941040699,-0.245464188461304,-0.460019009579292,-0.684802212088071,-0.643580257467713,-0.520421428718822,-0.581196072246608,-0.51022235847972,-0.458635957633089,-0.682980717926344,-0.880470909635125,-0.855065290811392,-0.715503024312589,-0.778943301891725,-0.725185416127302,-0.700423362248801,-0.861430121562721
"1TAH",-0.528089976739517,-0.529756171193366,-0.438019012342249,-0.499094088396189,-0.482397998999353,-0.486750442227228,-0.520756482135478,-0.735536715141788,-0.701717262314025,-0.580942245003703,-0.668259035932143,-0.619247921315327,-0.602284458735943,-0.733074927059686,-0.902514343053975,-0.873376381268685,-0.731012500035476,-0.822846181228856,-0.790235482638812,-0.788679493074724,-0.880902545695079
"1TLP",-0.608738395445927,-0.576825744213349,-0.470775211926502,-0.530418284872934,-0.465062249133898,-0.444908862049151,-0.582121891187773,-0.632446287623383,-0.604257058811226,-0.468580707849166,-0.552401108189153,-0.483899882677984,-0.462539289564806,-0.630266417951599,-0.879919491292364,-0.869501808688064,-0.730567403064675,-0.816819804753444,-0.770989170911717,-0.766006286960046,-0.861093907074525
"1U3F",-0.522641382834038,-0.496627533726196,-0.337774634833586,-0.462745046231169,-0.338073926058549,-0.306901384564087,-0.512756609922335,-0.785150925686613,-0.7678777903228,-0.589664413097003,-0.693088297307959,-0.64425339735829,-0.620888822385156,-0.764506957953015,-0.903941729873965,-0.903631336504148,-0.689658671997331,-0.818719690617302,-0.74732104731291,-0.730497182119078,-0.879733769777128
"1U5U",-0.112405459537609,-0.108144857493463,-0.119356527810499,-0.102370222277059,-0.0920310956994705,-0.0966214238042093,-0.12231889500712,-0.710024959446254,-0.679924075310341,-0.546064099088818,-0.636168250776656,-0.566983774218281,-0.551444667924327,-0.704214346511032,-0.843461052897557,-0.820602740484027,-0.698511699609481,-0.772201043161728,-0.725944906435406,-0.711771915375416,-0.832659429705454
"1UAS",-0.602948877962694,-0.58976989974572,-0.504720234781484,-0.54830676198464,-0.506851719108256,-0.473237204473763,-0.582701800579525,-0.71328824080055,-0.671302781428541,-0.524981277496404,-0.606888768281239,-0.537527536720581,-0.521095243377369,-0.686846159012459,-0.859979938983904,-0.825851404379992,-0.677248845743788,-0.766883191630702,-0.71617534653792,-0.702639916615992,-0.832367068584247
"1UN1",-0.537168688573765,-0.506975510386644,-0.403424558950908,-0.449813879397438,-0.414113949785306,-0.382677291258082,-0.503427934122232,-0.756378620540955,-0.710651776178666,-0.590409026086935,-0.634098872873951,-0.569621059188303,-0.517069547926499,-0.700077798050383,-0.900481494235587,-0.87324206454234,-0.755359326284519,-0.807501808010884,-0.758140818456309,-0.722290474908799,-0.864617891957943
"1VID",-0.500713725573079,-0.501281228986482,-0.333467861859551,-0.433678781891882,-0.359067605551668,-0.365950912817514,-0.477736667240057,-0.767423089054518,-0.731963461247116,-0.529537478796248,-0.660364940480478,-0.590478863305029,-0.594667458107843,-0.737777573570501,-0.91105942260362,-0.883985341312163,-0.684737928742984,-0.82901186707168,-0.780077607773404,-0.783848149267775,-0.895931198509499
"1VLB",-0.282654587652575,-0.266030860350357,-0.236594612161942,-0.241316495475121,-0.225729895583599,-0.214382391346633,-0.278526655870782,-0.633586721115946,-0.603384743512056,-0.524559575099281,-0.565640123902679,-0.528721803065041,-0.525163481807966,-0.616058115800133,-0.75920858036602,-0.734162710099594,-0.670208059033334,-0.705814991092788,-0.676319994727544,-0.679001148175509,-0.748928534532689
"1VNC",-0.27766616365388,-0.265902322669115,-0.189952504490906,-0.245356739020368,-0.220465794162983,-0.219499736222025,-0.271004731200461,-0.734238125737824,-0.70651859945244,-0.616912503453646,-0.666222402230427,-0.622201228242032,-0.609786376309246,-0.722059314796675,-0.876743190583473,-0.864129990533321,-0.783798636234208,-0.82736387231149,-0.799121542670792,-0.794233909933757,-0.868176407288787
"1VQ1",-0.674595217011092,-0.640232157306312,-0.509300917626793,-0.578502670863328,-0.521424632567366,-0.495282583613996,-0.642988986381111,-0.735639857196761,-0.683146077792407,-0.498713002957916,-0.590555513044121,-0.514016459841207,-0.526873896718322,-0.685400796341788,-0.845121369682354,-0.807414015907564,-0.626773826325935,-0.729951594969474,-0.665140328054687,-0.690576577076926,-0.806089781729784
"1W0H",-0.590284252214275,-0.580171334494419,-0.431094140289292,-0.528509659501832,-0.482767320307727,-0.486982268705675,-0.569875158148565,-0.712921318305646,-0.65802287024444,-0.467265473162594,-0.56432800680437,-0.482300830412577,-0.474684537726042,-0.654001060101161,-0.89926926313789,-0.878030811621276,-0.666471601456596,-0.785772563081754,-0.722264356799211,-0.723381477812141,-0.856729064800765
"1XQW",-0.475468232540769,-0.47701763969818,-0.308418867882477,-0.439543045436548,-0.382385715538872,-0.409788917261589,-0.472426985910107,-0.784959844124597,-0.762180779549226,-0.552847690591261,-0.691404096403623,-0.62459219860337,-0.626608541411169,-0.7605570774346,-0.88167992907925,-0.878027314637403,-0.703502509202686,-0.818965874413588,-0.784761724539465,-0.775863496533893,-0.872912028406724
"1Y9M",-0.607376580699418,-0.58118816676866,-0.548863612657754,-0.554793077156962,-0.521406227413728,-0.489005733015855,-0.592911323738861,-0.715740950278308,-0.677236159670598,-0.583403657871743,-0.620066955791844,-0.558936276155475,-0.534635450271274,-0.687436879421046,-0.846045635150743,-0.81710557364838,-0.723868987301918,-0.769622006826809,-0.721443270696636,-0.703990278233363,-0.815900178352714
"1YON",-0.550275480791619,-0.518403276155402,-0.365468990827129,-0.453783556128801,-0.418550370276277,-0.416657076971006,-0.530663892704838,-0.738610703160358,-0.697016435367828,-0.524465557736827,-0.642983940584162,-0.568841388265382,-0.568172386519133,-0.713718343516973,-0.856202638526911,-0.829710234509577,-0.66431083828696,-0.780860332962745,-0.727556787023517,-0.722466149392637,-0.832497803783895
"1YSC",-0.621192967256342,-0.59770770420456,-0.464745992371562,-0.571852606275309,-0.519696377773441,-0.532076658273895,-0.610952469462331,-0.765194582972161,-0.731062193539257,-0.608765440636071,-0.693335338210438,-0.638620687436979,-0.617941613046925,-0.742986119710461,-0.847940786724469,-0.827567293601716,-0.694040481581378,-0.780043448815488,-0.739387934015894,-0.731310586634575,-0.823028103618991
"1ZE1",-0.493903626016546,-0.481464819712447,-0.395071965868989,-0.415779279916909,-0.397618713081373,-0.332516255167767,-0.455490462740206,-0.729254806418717,-0.667903173010538,-0.514591856390028,-0.607200048299318,-0.531781238590005,-0.475003254864739,-0.693881306069409,-0.827130513019407,-0.790425202779948,-0.633596898567016,-0.731145260290775,-0.678310572855942,-0.639567300678334,-0.791372236333414
"1ZIO",-0.652534601117005,-0.621426974178762,-0.388322166473852,-0.526756951990838,-0.481566909563924,-0.461356263955839,-0.598812271658719,-0.680102829333371,-0.651862343043166,-0.438574857781724,-0.591683225524599,-0.524773695608262,-0.552246132743321,-0.661351390709189,-0.850876437883582,-0.834798337294621,-0.598809977649043,-0.759566900456523,-0.719175459973572,-0.733753948155562,-0.825547496794272
"206L",-0.492352789254515,-0.45698805604232,-0.275910686337734,-0.382216583235946,-0.33164069611837,-0.394709544302047,-0.447989511108129,-0.700683497962772,-0.648939188016275,-0.35793248569989,-0.5310947116762,-0.392266861992122,-0.430567022458193,-0.639980185192242,-0.891080821114505,-0.856863979471695,-0.554502026145611,-0.726587255227198,-0.627336530367919,-0.66133876669075,-0.838002713224271
"2A0N",-0.536582048774143,-0.559086745395051,-0.374938545075738,-0.482311582370827,-0.408199433941262,-0.407538525937821,-0.513691980838981,-0.747292733826598,-0.711030165054069,-0.536960728514513,-0.644287611458926,-0.588141149686966,-0.58454942136217,-0.719641054828306,-0.864888051343694,-0.829969157382549,-0.683189624593723,-0.791466569160111,-0.755699895062113,-0.748404883723228,-0.847997399504222
"2ABK",-0.553235189563376,-0.531149875923005,-0.318259210814405,-0.458935501426,-0.401476621487912,-0.410799614563704,-0.527693294282936,-0.715389430385406,-0.661657362578403,-0.423061790217294,-0.581887047942668,-0.476254774466346,-0.479023006859902,-0.682748048696363,-0.869427638728076,-0.831456771890646,-0.628548114536359,-0.756448266038537,-0.692802128526981,-0.684839649768078,-0.832338863942287
"2ACY",-0.449677695875111,-0.365642474872743,-0.15098923130175,-0.29249740238874,-0.159099459003951,-0.12089467567723,-0.419812674996879,-0.85259708381947,-0.813323642484173,-0.476617638620584,-0.693667157584683,-0.54261742185159,-0.520137202022327,-0.798953133268303,-0.946319917111372,-0.923493577746012,-0.62678945451637,-0.830624772382833,-0.689537957446084,-0.672665482947339,-0.897457384117085
"2AYH",-0.497714975794234,-0.454970375348169,-0.391188674827233,-0.388178301989768,-0.36372369099793,-0.337313592749052,-0.436959566291316,-0.721868179299662,-0.68839719473109,-0.529608688864331,-0.579215785913044,-0.526384649999541,-0.492433671798231,-0.664816283049306,-0.913240192392187,-0.901959815035981,-0.744718321369104,-0.812828030489337,-0.772948701429896,-0.755286699262955,-0.870599948966233
"2CPO",-0.196107008188207,-0.167752890178601,-0.0668469015480153,-0.116378240220609,-0.0797795553880077,-0.0880631196945316,-0.163932497170118,-0.773014198459194,-0.717839661230382,-0.598626837611372,-0.671356105555113,-0.598487625916864,-0.576661771584444,-0.750139948564226,-0.890537923940659,-0.852519552002446,-0.723451203124435,-0.804010584509367,-0.747967668230237,-0.737492723509819,-0.868302171014407
"2CPU",-0.571102856954817,-0.537705282485594,-0.455588429709564,-0.503628342916276,-0.461410795894726,-0.451165606089522,-0.548176844874941,-0.690577447453509,-0.657766511926104,-0.518239004911331,-0.594147957305852,-0.538020171678915,-0.543496147316181,-0.654656958774106,-0.856446401342883,-0.838820575509947,-0.712625573007451,-0.791911899321884,-0.741526706068755,-0.738400924040573,-0.834798989187389
"2DLN",-0.701238903850581,-0.696498585504758,-0.547850060819922,-0.649159913271808,-0.608201987684631,-0.580717692291432,-0.682044719809788,-0.707578760665371,-0.668178377240788,-0.464730068884498,-0.621173580768881,-0.559062148915742,-0.558152484040554,-0.684283884964249,-0.841859692871595,-0.804640995422987,-0.633060285408048,-0.769861421958637,-0.716809898997981,-0.724111763160153,-0.822244223840699
"2EBN",-0.354037437729061,-0.342249374050708,-0.307790282364041,-0.336850399415262,-0.316133162612036,-0.311847159512096,-0.35349624430425,-0.763156339583323,-0.717290196830597,-0.536481309646617,-0.635648265744633,-0.559385092298361,-0.541786456686382,-0.70715215103651,-0.896718965250172,-0.864704087207506,-0.716962594876969,-0.809607531593864,-0.750443912278211,-0.728942196474969,-0.859920819198746
"2ENG",-0.540898585260196,-0.498078599346332,-0.405232896085077,-0.448573845377277,-0.37724365105132,-0.346419752341314,-0.52019934514764,-0.765148834812163,-0.726988062570517,-0.571719296290621,-0.649284729283615,-0.573824016938056,-0.53026841804683,-0.745522419244752,-0.901162486125299,-0.8821405922,-0.75062343927975,-0.827455522721345,-0.770713297491837,-0.755329592608797,-0.885707676570424
"2F61",-0.509068597359517,-0.499243029103498,-0.440005853230537,-0.470530039936471,-0.431228646656464,-0.417029186389225,-0.485160183800041,-0.735919109683362,-0.707604644579486,-0.583473538471404,-0.656005699959571,-0.596811045049934,-0.577365084404601,-0.708327305457307,-0.868795267470276,-0.854744630214413,-0.73053991711761,-0.796746611321145,-0.75524782962343,-0.74671916375459,-0.842106033479204
"2F9R",-0.343234306327397,-0.308281294855784,-0.106872189777344,-0.236532665826289,-0.155749331444551,-0.202932644053696,-0.287314879196138,-0.73858957943465,-0.71387922677767,-0.536361044441104,-0.64466504585111,-0.58962816279347,-0.587332237814076,-0.698303327510147,-0.915650566517604,-0.902424336233799,-0.753917466904467,-0.838189548900719,-0.799084443241327,-0.798194451000444,-0.888146533097953
"2NLR",-0.350937950463155,-0.314390060053081,-0.228332183054245,-0.287873590496814,-0.269766908759982,-0.25474116526701,-0.3059824658529,-0.700107103430765,-0.646651907269159,-0.490895111575671,-0.582981029037479,-0.504116051201253,-0.457111190690721,-0.671357537355955,-0.908781092390071,-0.90033174381145,-0.750602653166829,-0.831662252519779,-0.782615283222862,-0.758576430715352,-0.89667434997721
"2NMT",-0.497411911065318,-0.462587708899893,-0.383581905504912,-0.428224738054431,-0.39976619875414,-0.389777191420626,-0.47706998911832,-0.726248048829034,-0.686731143231498,-0.618216310180516,-0.659420697729396,-0.621973863670205,-0.607875373517855,-0.720959977312885,-0.840477574681744,-0.811018899264398,-0.7064775310089,-0.764299657498394,-0.730865362437097,-0.725129572220282,-0.824990597640634
"2PEC",-0.45464949578156,-0.447572015351385,-0.395303406768397,-0.421334326413013,-0.403095706393751,-0.390651716728636,-0.450341320662962,-0.709796538054328,-0.640693269588454,-0.50991446388047,-0.565147553107893,-0.506247922678518,-0.487066403851106,-0.661890478108608,-0.867629301064232,-0.820366395656579,-0.707538829968485,-0.75845847346368,-0.708861670622901,-0.692425792628555,-0.827715311219568
"2PIA",-0.613853092347753,-0.590181552841293,-0.491809857695662,-0.534415218288593,-0.495898126278634,-0.467169585750746,-0.587717634493143,-0.659109247112092,-0.626123236779474,-0.505483035351483,-0.586188831485459,-0.533444955592965,-0.511473268706101,-0.649705404307192,-0.817949124815071,-0.794197837475368,-0.643993580578663,-0.741488864752048,-0.703243762333524,-0.696125254355465,-0.795593989878877
"2PTH",-0.486375920366649,-0.459131081962966,-0.352699488461238,-0.388429069259596,-0.321373392130798,-0.310691498812983,-0.453805161412196,-0.761612961380268,-0.705913479514983,-0.512983414347524,-0.605883766892794,-0.51559745740078,-0.520897321190107,-0.711148242615245,-0.919933500439658,-0.900018823563549,-0.732524853565248,-0.832327315253265,-0.783900874082197,-0.778580260999093,-0.88889018108253
"2SQC",-0.498937440468948,-0.499157263687062,-0.426077420675849,-0.473665735534657,-0.458982492442184,-0.456851480161473,-0.490764900061287,-0.649284189743563,-0.644734433888666,-0.548046997981967,-0.601855345961889,-0.568065893967299,-0.570153057679702,-0.639119533236012,-0.765621422447516,-0.765621297899483,-0.689915946486798,-0.738262329572229,-0.716888093531601,-0.725788968565036,-0.759376957691826
